order_id,date,product,price,quantity,region,category
100052,2024-05-25,Laptop,63377,5,East,Electronics
100053,2023-07-21,Printer,22927,5,West,Office
100054,2022-09-01,Printer,58332,5,South,Office
100055,2024-04-11,Keyboard,15337,7,North,Accessories
100056,2023-05-20,Monitor,11046,4,East,Electronics
100057,2022-05-11,Camera,11248,4,West,Electronics
100058,2023-04-30,Printer,67589,7,East,Office
100059,2024-03-29,Tablet,60529,3,East,Electronics
100060,2023-10-09,Camera,25741,2,North,Electronics
100061,2022-01-21,Monitor,61945,6,East,Electronics
100062,2024-04-20,Laptop,2969,5,North,Electronics
100063,2022-06-16,Tablet,49567,2,East,Electronics
100064,2022-10-01,Keyboard,1974,7,East,Accessories
100065,2023-01-23,Mouse,49054,3,West,Accessories
100066,2023-08-24,Tablet,31609,7,Central,Electronics
100067,2022-11-12,Camera,23361,3,North,Electronics
100068,2022-01-14,Laptop,33605,5,South,Electronics
100069,2022-08-30,Tablet,58112,2,North,Electronics
100070,2024-02-16,Monitor,72000,3,East,Electronics
100071,2022-12-12,Monitor,36096,1,Central,Electronics
100072,2023-07-19,Laptop,72508,4,North,Electronics
100073,2024-06-16,Camera,72600,2,East,Electronics
100074,2022-12-06,Monitor,1836,5,South,Electronics
100075,2022-04-02,Tablet,43816,3,West,Electronics
100076,2023-01-02,Mouse,48417,3,West,Accessories
100077,2024-08-13,Tablet,34935,3,North,Electronics
100078,2023-03-31,Mouse,67248,4,North,Accessories
100079,2023-03-04,Monitor,3268,2,South,Electronics
100080,2023-05-24,Tablet,64577,3,West,Electronics
100081,2024-02-15,Monitor,28134,6,East,Electronics
100082,2024-07-31,Camera,55428,4,North,Electronics
100083,2022-02-04,Mouse,50096,1,Central,Accessories
100084,2022-07-25,Camera,75625,2,West,Electronics
100085,2022-03-22,Monitor,54033,5,East,Electronics
100086,2024-07-20,Printer,36944,2,West,Office
100087,2023-07-16,Keyboard,73121,3,South,Accessories
100088,2024-05-21,Tablet,18711,7,Central,Electronics
100089,2023-01-23,Printer,23169,5,East,Office
100090,2022-01-02,Camera,55211,6,East,Electronics
100091,2023-01-25,Monitor,70547,2,North,Electronics
100092,2023-07-20,Monitor,55980,5,South,Electronics
100093,2022-04-16,Keyboard,33953,2,South,Accessories
100094,2024-02-11,Monitor,33952,6,East,Electronics
100095,2024-04-01,Keyboard,48269,1,West,Accessories
100096,2023-04-22,Tablet,9032,1,East,Electronics
100097,2023-12-04,Mouse,13391,1,East,Accessories
100098,2023-02-06,Keyboard,63746,2,East,Accessories
100099,2023-12-31,Keyboard,34001,5,East,Accessories
100100,2023-07-10,Printer,1996,1,East,Office
100101,2022-06-11,Monitor,15654,4,East,Electronics
100102,2022-07-21,Tablet,77182,4,West,Electronics
100103,2024-08-15,Mouse,58975,1,Central,Accessories
100104,2024-09-22,Laptop,5950,1,Central,Electronics
100105,2022-09-27,Camera,37903,3,North,Electronics
100106,2024-05-12,Keyboard,47291,7,Central,Accessories
100107,2024-03-26,Laptop,27789,4,West,Electronics
100108,2022-09-28,Monitor,56179,7,East,Electronics
100109,2023-04-01,Camera,23609,4,South,Electronics
100110,2023-04-07,Keyboard,43939,1,West,Accessories
100111,2023-12-28,Laptop,24915,6,South,Electronics
100112,2022-09-09,Printer,10681,3,North,Office
100113,2023-12-03,Laptop,70746,5,West,Electronics
100114,2022-10-23,Camera,28895,3,East,Electronics
100115,2023-12-26,Printer,79536,3,East,Office
100116,2023-12-21,Camera,34709,4,West,Electronics
100117,2024-01-19,Mouse,35658,1,West,Accessories
100118,2022-12-04,Monitor,67420,1,East,Electronics
100119,2024-05-28,Tablet,19040,7,South,Electronics
100120,2022-02-22,Laptop,4896,1,West,Electronics
100121,2024-03-02,Keyboard,1891,3,East,Accessories
100122,2024-07-10,Camera,57074,7,Central,Electronics
100123,2022-08-05,Camera,17152,7,West,Electronics
100124,2024-02-03,Monitor,10216,3,North,Electronics
100125,2022-07-07,Laptop,16068,6,North,Electronics
100126,2023-01-15,Keyboard,9169,2,West,Accessories
100127,2023-05-08,Keyboard,70307,5,East,Accessories
100128,2022-02-10,Camera,49890,2,South,Electronics
100129,2022-06-06,Tablet,23886,6,West,Electronics
100130,2022-01-15,Camera,24652,5,North,Electronics
100131,2024-03-23,Tablet,78815,7,South,Electronics
100132,2022-03-06,Camera,14934,2,Central,Electronics
100133,2024-05-06,Camera,29500,2,South,Electronics
100134,2024-04-18,Keyboard,28473,2,Central,Accessories
100135,2023-06-05,Tablet,38361,2,North,Electronics
100136,2022-12-10,Keyboard,6938,3,Central,Accessories
100137,2022-05-09,Laptop,13229,5,South,Electronics
100138,2023-10-10,Camera,26907,6,North,Electronics
100139,2023-04-17,Mouse,43211,2,South,Accessories
100140,2022-03-04,Tablet,78691,2,West,Electronics
100141,2022-05-19,Printer,56350,6,South,Office
100142,2023-05-14,Printer,74395,1,West,Office
100143,2023-08-16,Printer,14672,3,West,Office
100144,2023-01-27,Mouse,69578,4,Central,Accessories
100145,2023-11-06,Keyboard,16029,1,West,Accessories
100146,2023-02-23,Keyboard,74090,6,Central,Accessories
100147,2022-10-16,Monitor,40781,4,West,Electronics
100148,2023-01-14,Printer,74305,2,North,Office
100149,2024-02-12,Printer,77126,5,Central,Office
100150,2023-05-05,Keyboard,67144,7,South,Accessories
100151,2022-08-19,Printer,58735,4,Central,Office
100152,2022-02-10,Keyboard,67260,7,North,Accessories
100153,2022-01-28,Camera,13376,7,West,Electronics
100154,2022-05-15,Camera,57180,4,North,Electronics
100155,2022-07-20,Keyboard,15597,4,East,Accessories
100156,2024-04-19,Tablet,74792,7,North,Electronics
100157,2024-02-19,Keyboard,3359,5,North,Accessories
100158,2024-07-18,Laptop,25377,1,North,Electronics
100159,2022-02-02,Laptop,15128,3,South,Electronics
100160,2022-02-17,Laptop,78617,5,South,Electronics
100161,2023-05-18,Laptop,8800,1,North,Electronics
100162,2023-02-11,Mouse,2912,2,East,Accessories
100163,2023-07-28,Monitor,79841,1,East,Electronics
100164,2023-12-29,Monitor,3838,4,Central,Electronics
100165,2024-03-15,Keyboard,59984,1,North,Accessories
100166,2022-04-09,Camera,6304,7,Central,Electronics
100167,2023-11-15,Printer,54175,1,West,Office
100168,2024-05-21,Laptop,12892,7,East,Electronics
100169,2023-12-27,Monitor,76484,2,West,Electronics
100170,2024-09-13,Monitor,20529,2,West,Electronics
100171,2023-07-01,Laptop,65763,1,North,Electronics
100172,2024-08-18,Camera,27597,5,East,Electronics
100173,2024-01-09,Mouse,63024,7,Central,Accessories
100174,2023-09-05,Mouse,16895,2,West,Accessories
100175,2024-07-31,Monitor,23493,4,North,Electronics
100176,2023-04-07,Mouse,62588,7,South,Accessories
100177,2023-10-05,Tablet,61110,5,East,Electronics
100178,2024-02-08,Laptop,17758,6,South,Electronics
100179,2022-01-05,Camera,7803,1,Central,Electronics
100180,2022-08-06,Monitor,70686,6,Central,Electronics
100181,2023-05-18,Laptop,12677,7,Central,Electronics
100182,2024-02-06,Mouse,14247,4,East,Accessories
100183,2023-02-02,Laptop,22323,4,West,Electronics
100184,2024-05-20,Mouse,79312,5,North,Accessories
100185,2024-03-05,Camera,75807,1,West,Electronics
100186,2023-01-28,Mouse,12463,4,East,Accessories
100187,2022-07-26,Laptop,25428,6,South,Electronics
100188,2022-01-15,Camera,69523,7,North,Electronics
100189,2024-05-07,Mouse,10538,6,Central,Accessories
100190,2023-07-08,Tablet,68426,2,South,Electronics
100191,2024-06-10,Keyboard,3938,2,West,Accessories
100192,2023-04-06,Laptop,35651,5,North,Electronics
100193,2023-11-22,Keyboard,36635,7,Central,Accessories
100194,2023-07-29,Laptop,6667,7,North,Electronics
100195,2024-05-13,Mouse,13672,7,West,Accessories
100196,2024-01-13,Mouse,51803,2,East,Accessories
100197,2022-08-29,Camera,30860,7,West,Electronics
100198,2023-07-18,Monitor,66810,3,East,Electronics
100199,2022-04-06,Tablet,61209,1,Central,Electronics
100200,2024-06-18,Monitor,65978,4,West,Electronics
100201,2024-01-04,Keyboard,47945,4,West,Accessories
100202,2023-04-30,Mouse,37198,5,West,Accessories
100203,2023-02-11,Monitor,27756,5,West,Electronics
100204,2022-08-19,Mouse,34707,4,East,Accessories
100205,2024-01-19,Laptop,74941,2,East,Electronics
100206,2023-10-17,Monitor,25651,5,South,Electronics
100207,2022-06-20,Keyboard,54736,3,Central,Accessories
100208,2023-06-25,Camera,38778,5,Central,Electronics
100209,2022-02-05,Monitor,77209,2,East,Electronics
100210,2023-06-09,Mouse,49721,1,South,Accessories
100211,2022-06-09,Printer,79166,3,South,Office
100212,2024-04-18,Printer,47850,5,West,Office
100213,2023-11-30,Camera,27452,1,South,Electronics
100214,2022-08-31,Camera,11437,1,Central,Electronics
100215,2022-03-27,Tablet,42202,6,North,Electronics
100216,2024-03-06,Camera,39996,4,East,Electronics
100217,2023-08-01,Mouse,24294,2,West,Accessories
100218,2023-11-13,Laptop,59220,4,South,Electronics
100219,2023-07-11,Monitor,25485,6,East,Electronics
100220,2023-07-28,Camera,19891,2,East,Electronics
100221,2024-08-10,Printer,57795,6,East,Office
100222,2023-10-08,Laptop,72906,1,Central,Electronics
100223,2024-03-06,Mouse,22493,5,West,Accessories
100224,2022-01-28,Laptop,43139,2,North,Electronics
100225,2023-09-12,Mouse,30220,2,West,Accessories
100226,2023-07-10,Tablet,10406,1,South,Electronics
100227,2022-12-06,Monitor,64320,3,West,Electronics
100228,2024-03-08,Laptop,63738,1,Central,Electronics
100229,2024-08-15,Monitor,51989,6,North,Electronics
100230,2022-11-27,Laptop,77444,1,West,Electronics
100231,2023-10-02,Mouse,3693,2,South,Accessories
100232,2023-05-21,Mouse,41486,1,West,Accessories
100233,2022-12-14,Laptop,60981,4,Central,Electronics
100234,2023-04-18,Tablet,5720,1,East,Electronics
100235,2022-08-19,Mouse,19857,5,Central,Accessories
100236,2022-07-09,Keyboard,39799,7,Central,Accessories
100237,2022-08-13,Keyboard,20049,1,Central,Accessories
100238,2023-01-20,Monitor,17974,1,North,Electronics
100239,2023-01-12,Camera,58093,7,West,Electronics
100240,2022-10-10,Keyboard,641,5,South,Accessories
100241,2024-08-15,Keyboard,21194,3,East,Accessories
100242,2023-09-25,Tablet,17363,3,East,Electronics
100243,2023-09-20,Tablet,3190,3,North,Electronics
100244,2024-08-30,Camera,45556,4,South,Electronics
100245,2024-01-15,Printer,60924,5,East,Office
100246,2022-09-16,Camera,21820,4,South,Electronics
100247,2022-12-25,Printer,68463,4,South,Office
100248,2023-12-11,Tablet,25919,6,West,Electronics
100249,2023-04-01,Printer,41332,4,North,Office
100250,2023-02-15,Tablet,36483,5,Central,Electronics
100251,2023-10-11,Printer,22865,2,Central,Office
100252,2022-11-14,Mouse,4411,2,East,Accessories
100253,2023-11-08,Tablet,1149,3,East,Electronics
100254,2022-08-13,Camera,55188,4,North,Electronics
100255,2024-03-29,Monitor,26969,7,West,Electronics
100256,2022-08-22,Monitor,43846,3,East,Electronics
100257,2023-11-15,Tablet,41384,4,East,Electronics
100258,2023-10-26,Keyboard,18177,3,South,Accessories
100259,2024-09-01,Monitor,60890,1,North,Electronics
100260,2024-04-06,Camera,68749,5,Central,Electronics
100261,2023-01-09,Keyboard,63135,4,North,Accessories
100262,2023-11-03,Monitor,74631,6,Central,Electronics
100263,2023-08-31,Laptop,79815,4,South,Electronics
100264,2023-04-17,Laptop,64234,4,West,Electronics
100265,2022-08-21,Tablet,12664,5,Central,Electronics
100266,2023-11-23,Camera,53684,1,South,Electronics
100267,2022-04-23,Camera,67582,2,West,Electronics
100268,2024-04-09,Monitor,35874,5,South,Electronics
100269,2023-05-12,Mouse,79209,1,West,Accessories
100270,2023-03-18,Keyboard,30080,3,East,Accessories
100271,2023-07-18,Monitor,57292,4,West,Electronics
100272,2022-09-25,Tablet,23818,7,Central,Electronics
100273,2023-05-25,Keyboard,15127,4,West,Accessories
100274,2024-03-17,Printer,72114,2,North,Office
100275,2023-01-21,Tablet,36591,3,West,Electronics
100276,2023-01-22,Monitor,74402,1,South,Electronics
100277,2022-04-23,Mouse,14944,3,Central,Accessories
100278,2023-09-05,Printer,40373,3,East,Office
100279,2023-09-17,Tablet,18247,2,East,Electronics
100280,2024-08-09,Monitor,9729,1,South,Electronics
100281,2022-03-22,Laptop,68126,2,East,Electronics
100282,2023-11-30,Camera,58304,1,Central,Electronics
100283,2022-04-23,Monitor,48729,5,South,Electronics
100284,2022-01-02,Laptop,32868,5,Central,Electronics
100285,2023-10-04,Laptop,11444,7,East,Electronics
100286,2022-08-08,Tablet,32252,4,East,Electronics
100287,2023-07-20,Monitor,33416,2,North,Electronics
100288,2024-05-04,Camera,21317,5,South,Electronics
100289,2024-09-23,Monitor,71134,7,West,Electronics
100290,2024-01-06,Laptop,1633,6,South,Electronics
100291,2022-08-13,Keyboard,57207,3,Central,Accessories
100292,2023-01-20,Printer,29170,3,East,Office
100293,2023-02-07,Mouse,55662,5,North,Accessories
100294,2023-09-30,Monitor,48224,2,South,Electronics
100295,2022-05-10,Printer,53337,4,Central,Office
100296,2022-02-22,Printer,36474,7,North,Office
100297,2023-11-15,Keyboard,1609,3,North,Accessories
100298,2023-12-31,Printer,29255,4,North,Office
100299,2023-11-03,Monitor,25302,3,East,Electronics
100300,2023-12-11,Tablet,65271,7,Central,Electronics
100301,2023-02-20,Tablet,44399,1,North,Electronics
100302,2022-09-04,Printer,42472,5,East,Office
100303,2024-04-15,Monitor,69142,2,East,Electronics
100304,2023-03-15,Monitor,37204,3,East,Electronics
100305,2022-07-22,Laptop,75694,5,South,Electronics
100306,2022-07-03,Keyboard,74497,4,East,Accessories
100307,2022-05-03,Camera,53458,2,Central,Electronics
100308,2023-02-05,Mouse,42991,2,West,Accessories
100309,2024-02-06,Camera,8995,5,South,Electronics
100310,2022-10-21,Laptop,65681,5,North,Electronics
100311,2022-10-07,Mouse,48612,7,East,Accessories
100312,2024-04-16,Camera,13597,5,South,Electronics
100313,2024-06-02,Monitor,22032,1,South,Electronics
100314,2023-09-02,Tablet,31610,1,Central,Electronics
100315,2022-07-17,Laptop,49043,2,North,Electronics
100316,2024-09-08,Camera,51584,5,West,Electronics
100317,2024-06-25,Printer,41202,6,West,Office
100318,2023-05-26,Printer,62848,6,South,Office
100319,2024-01-22,Mouse,25217,1,South,Accessories
100320,2022-05-24,Monitor,56441,2,North,Electronics
100321,2023-09-01,Tablet,61795,3,South,Electronics
100322,2022-07-20,Mouse,43752,7,East,Accessories
100323,2022-05-04,Camera,50417,6,West,Electronics
100324,2022-07-06,Camera,21899,5,East,Electronics
100325,2022-11-22,Tablet,2996,1,Central,Electronics
100326,2023-04-09,Camera,31485,2,South,Electronics
100327,2022-12-15,Keyboard,21934,5,North,Accessories
100328,2024-02-10,Tablet,38678,2,Central,Electronics
100329,2023-10-22,Printer,33810,3,Central,Office
100330,2024-02-03,Camera,76907,6,North,Electronics
100331,2024-08-12,Camera,13890,2,Central,Electronics
100332,2024-07-20,Laptop,77182,7,East,Electronics
100333,2023-02-07,Laptop,49077,7,Central,Electronics
100334,2022-12-12,Laptop,52433,2,North,Electronics
100335,2024-08-20,Tablet,15979,3,West,Electronics
100336,2023-05-26,Printer,77219,4,South,Office
100337,2022-05-27,Tablet,28724,7,North,Electronics
100338,2022-05-28,Monitor,50851,5,East,Electronics
100339,2024-05-13,Printer,76345,3,East,Office
100340,2023-12-12,Printer,16673,7,West,Office
100341,2024-03-30,Tablet,76908,6,East,Electronics
100342,2023-05-04,Tablet,40300,3,North,Electronics
100343,2024-07-17,Laptop,27924,6,East,Electronics
100344,2024-07-24,Printer,23207,5,West,Office
100345,2023-10-02,Laptop,70724,6,West,Electronics
100346,2023-07-05,Monitor,13354,2,Central,Electronics
100347,2022-12-04,Keyboard,4181,1,Central,Accessories
100348,2024-05-21,Laptop,22113,5,East,Electronics
100349,2023-10-03,Tablet,20379,3,East,Electronics
100350,2024-02-18,Camera,6578,2,East,Electronics
100351,2024-09-14,Mouse,45961,6,East,Accessories
100352,2024-08-10,Keyboard,52814,4,Central,Accessories
100353,2023-04-18,Monitor,28441,2,North,Electronics
100354,2024-08-03,Camera,1916,1,North,Electronics
100355,2022-05-31,Tablet,25925,2,North,Electronics
100356,2023-02-19,Keyboard,9007,7,Central,Accessories
100357,2024-09-16,Tablet,61087,1,North,Electronics
100358,2022-10-25,Laptop,14073,4,North,Electronics
100359,2023-09-03,Camera,59351,4,Central,Electronics
100360,2022-09-20,Tablet,29198,2,South,Electronics
100361,2024-02-03,Camera,42978,5,East,Electronics
100362,2022-05-24,Monitor,61994,5,East,Electronics
100363,2022-12-12,Mouse,18818,5,South,Accessories
100364,2023-09-16,Laptop,39219,6,West,Electronics
100365,2023-07-26,Laptop,70380,6,North,Electronics
100366,2024-05-30,Camera,76029,4,South,Electronics
100367,2022-01-02,Monitor,39602,7,North,Electronics
100368,2024-06-15,Monitor,19506,1,South,Electronics
100369,2022-10-31,Keyboard,9548,6,East,Accessories
100370,2022-09-11,Mouse,22449,6,North,Accessories
100371,2023-10-14,Tablet,76104,3,Central,Electronics
100372,2023-03-29,Keyboard,18409,2,East,Accessories
100373,2022-02-06,Tablet,31835,6,East,Electronics
100374,2022-06-09,Tablet,34684,6,East,Electronics
100375,2022-01-09,Tablet,61323,1,North,Electronics
100376,2022-08-21,Keyboard,61715,3,West,Accessories
100377,2022-04-09,Laptop,67830,4,South,Electronics
100378,2023-10-21,Monitor,28141,3,South,Electronics
100379,2024-03-26,Laptop,68756,7,Central,Electronics
100380,2022-07-27,Mouse,7326,4,West,Accessories
100381,2022-05-11,Keyboard,40063,4,East,Accessories
100382,2023-02-08,Mouse,53328,6,South,Accessories
100383,2022-06-01,Monitor,6869,6,North,Electronics
100384,2022-02-23,Monitor,41812,6,East,Electronics
100385,2022-04-30,Printer,6326,1,East,Office
100386,2023-11-04,Mouse,2692,5,West,Accessories
100387,2024-07-08,Laptop,20420,7,West,Electronics
100388,2023-09-20,Camera,24183,5,South,Electronics
100389,2023-08-10,Mouse,26192,1,South,Accessories
100390,2023-09-17,Keyboard,9909,2,East,Accessories
100391,2024-08-25,Monitor,15295,4,Central,Electronics
100392,2023-02-24,Monitor,77216,2,East,Electronics
100393,2023-02-26,Mouse,60072,7,North,Accessories
100394,2022-04-14,Mouse,22235,4,Central,Accessories
100395,2024-05-01,Tablet,44536,6,South,Electronics
100396,2022-09-11,Mouse,76172,4,Central,Accessories
100397,2022-08-15,Tablet,53887,6,Central,Electronics
100398,2022-04-22,Keyboard,77327,5,South,Accessories
100399,2023-05-25,Keyboard,78585,7,North,Accessories
100400,2023-04-18,Laptop,12521,5,North,Electronics
100401,2022-04-09,Mouse,70150,4,West,Accessories
100402,2022-06-02,Laptop,68620,7,West,Electronics
100403,2024-05-10,Camera,10240,7,North,Electronics
100404,2024-07-02,Printer,56054,6,North,Office
100405,2024-06-14,Keyboard,13819,5,West,Accessories
100406,2024-05-27,Monitor,5742,5,West,Electronics
100407,2022-12-04,Tablet,46669,6,North,Electronics
100408,2023-12-07,Printer,64211,3,South,Office
100409,2024-04-01,Monitor,29907,7,North,Electronics
100410,2022-06-12,Printer,54004,7,South,Office
100411,2023-12-21,Laptop,21812,3,South,Electronics
100412,2024-08-14,Laptop,13488,6,South,Electronics
100413,2023-11-12,Tablet,79234,4,West,Electronics
100414,2024-09-22,Keyboard,66734,7,East,Accessories
100415,2022-06-10,Camera,66473,5,North,Electronics
100416,2023-08-03,Tablet,16495,7,Central,Electronics
100417,2024-03-11,Camera,10376,7,Central,Electronics
100418,2023-02-02,Monitor,19037,3,North,Electronics
100419,2022-10-04,Printer,78938,2,South,Office
100420,2024-03-26,Tablet,55660,4,West,Electronics
100421,2024-07-04,Camera,5778,4,West,Electronics
100422,2023-05-19,Mouse,34227,7,South,Accessories
100423,2024-06-14,Mouse,10531,2,North,Accessories
100424,2023-01-27,Keyboard,63245,4,Central,Accessories
100425,2022-05-15,Camera,74942,5,West,Electronics
100426,2022-07-14,Tablet,52366,7,South,Electronics
100427,2023-02-05,Monitor,67383,3,West,Electronics
100428,2023-10-02,Mouse,71044,1,South,Accessories
100429,2022-02-02,Keyboard,55737,7,West,Accessories
100430,2023-11-19,Tablet,25053,3,Central,Electronics
100431,2023-04-05,Keyboard,5368,6,West,Accessories
100432,2024-08-12,Monitor,4460,2,North,Electronics
100433,2024-06-01,Mouse,64453,1,East,Accessories
100434,2023-04-15,Mouse,10444,6,South,Accessories
100435,2023-01-10,Mouse,68541,6,East,Accessories
100436,2022-01-22,Camera,54748,5,Central,Electronics
100437,2024-01-20,Laptop,24259,5,Central,Electronics
100438,2023-11-01,Camera,18621,7,East,Electronics
100439,2022-02-07,Mouse,45629,7,Central,Accessories
100440,2022-08-18,Printer,50689,3,Central,Office
100441,2022-12-31,Laptop,32059,7,South,Electronics
100442,2023-07-17,Tablet,6260,4,South,Electronics
100443,2023-03-14,Camera,79117,6,South,Electronics
100444,2024-02-15,Laptop,33626,4,North,Electronics
100445,2022-10-10,Laptop,31461,2,North,Electronics
100446,2022-01-27,Camera,34344,4,North,Electronics
100447,2022-08-14,Camera,14588,5,North,Electronics
100448,2022-10-04,Laptop,7736,1,East,Electronics
100449,2024-03-08,Keyboard,55467,6,South,Accessories
100450,2023-09-01,Printer,51954,3,Central,Office
100451,2022-10-11,Monitor,45560,7,West,Electronics
100452,2024-05-28,Mouse,43064,3,North,Accessories
100453,2024-08-17,Camera,34343,3,Central,Electronics
100454,2023-04-26,Laptop,20932,4,South,Electronics
100455,2023-03-29,Monitor,14933,1,East,Electronics
100456,2024-04-08,Camera,28308,4,Central,Electronics
100457,2024-03-26,Keyboard,36745,4,West,Accessories
100458,2023-10-21,Monitor,62722,6,Central,Electronics
100459,2023-05-31,Laptop,25402,5,South,Electronics
100460,2023-07-01,Tablet,15202,6,Central,Electronics
100461,2022-07-11,Printer,64711,7,East,Office
100462,2022-02-18,Monitor,44685,5,South,Electronics
100463,2023-05-27,Camera,46207,6,North,Electronics
100464,2022-01-17,Laptop,74722,6,South,Electronics
100465,2022-06-21,Camera,2916,4,Central,Electronics
100466,2022-08-08,Laptop,33171,6,West,Electronics
100467,2022-06-07,Mouse,68178,2,South,Accessories
100468,2023-04-22,Tablet,707,7,South,Electronics
100469,2022-02-15,Mouse,76882,7,South,Accessories
100470,2023-01-08,Tablet,51290,2,South,Electronics
100471,2023-06-02,Printer,22011,2,Central,Office
100472,2022-04-09,Mouse,25211,6,North,Accessories
100473,2024-06-10,Printer,48514,4,West,Office
100474,2024-01-15,Camera,26246,7,South,Electronics
100475,2022-02-06,Keyboard,6524,1,West,Accessories
100476,2022-10-07,Keyboard,30892,2,Central,Accessories
100477,2022-12-15,Tablet,45031,5,North,Electronics
100478,2023-05-12,Tablet,23259,3,South,Electronics
100479,2022-10-29,Mouse,62086,3,North,Accessories
100480,2022-06-30,Keyboard,46272,4,South,Accessories
100481,2023-08-30,Monitor,11297,3,South,Electronics
100482,2022-04-09,Monitor,60227,7,East,Electronics
100483,2023-12-01,Camera,49769,4,West,Electronics
100484,2024-09-19,Monitor,43000,3,North,Electronics
100485,2022-04-26,Camera,20486,1,West,Electronics
100486,2022-07-10,Keyboard,18820,1,West,Accessories
100487,2022-09-10,Monitor,37451,1,West,Electronics
100488,2024-09-07,Printer,41194,1,North,Office
100489,2024-07-16,Laptop,43112,2,South,Electronics
100490,2024-09-09,Tablet,54223,7,South,Electronics
100491,2022-06-10,Mouse,39069,5,South,Accessories
100492,2022-09-13,Camera,54042,1,South,Electronics
100493,2022-11-19,Printer,21699,6,South,Office
100494,2022-05-08,Monitor,71536,2,South,Electronics
100495,2022-01-18,Laptop,30166,4,Central,Electronics
100496,2024-03-03,Mouse,5902,3,Central,Accessories
100497,2024-01-05,Printer,38049,3,South,Office
100498,2023-07-20,Mouse,16015,2,North,Accessories
100499,2023-07-24,Camera,73093,6,West,Electronics
100500,2022-11-19,Camera,65098,6,West,Electronics
100501,2024-05-21,Tablet,12599,3,North,Electronics
100502,2023-11-17,Keyboard,22597,6,Central,Accessories
100503,2024-03-02,Camera,71219,1,West,Electronics
100504,2023-09-18,Monitor,53866,7,Central,Electronics
100505,2022-10-15,Printer,20963,3,East,Office
100506,2024-07-31,Printer,49594,1,West,Office
100507,2024-05-03,Laptop,17196,1,East,Electronics
100508,2023-10-25,Laptop,8854,3,East,Electronics
100509,2024-08-19,Laptop,18412,7,East,Electronics
100510,2023-10-01,Mouse,45848,2,East,Accessories
100511,2022-06-04,Monitor,22380,4,South,Electronics
100512,2023-05-05,Mouse,70804,2,South,Accessories
100513,2023-01-21,Monitor,24451,5,North,Electronics
100514,2024-09-12,Printer,33666,5,West,Office
100515,2024-02-24,Camera,56282,1,North,Electronics
100516,2022-04-14,Camera,61430,1,East,Electronics
100517,2024-07-17,Mouse,17931,2,North,Accessories
100518,2023-01-28,Mouse,18826,7,South,Accessories
100519,2024-03-21,Mouse,28206,2,Central,Accessories
100520,2022-09-03,Keyboard,33507,1,Central,Accessories
